location,project,lure
W1608-CL,ABMI Ecosystem Health 2018,No
W1609-CL,ABMI Ecosystem Health 2018,No
W1624-CCL,ABMI Ecosystem Health 2018,No
W1625-CCL,ABMI Ecosystem Health 2018,No
W1626-CCL,ABMI Ecosystem Health 2018,No
W1628B-1,ABMI Ecosystem Health 2016,NA
W1641-CCL,ABMI Ecosystem Health 2018,No
W1642-CL,ABMI Ecosystem Health 2018,No
W1643-CCL,ABMI Ecosystem Health 2018,No
W1645B-1,ABMI Ecosystem Health 2016,NA
W19-CCL,ABMI Ecosystem Health 2018,No
W20-CL,ABMI Ecosystem Health 2018,No
W213-CL,ABMI Ecosystem Health 2018,No
W237-CCL,ABMI Ecosystem Health 2018,No
W238-CL,ABMI Ecosystem Health 2018,No
W239-CCL,ABMI Ecosystem Health 2018,No
W267-CCL,ABMI Ecosystem Health 2018,No
W268-CL,ABMI Ecosystem Health 2018,No
W269-CL,ABMI Ecosystem Health 2018,No
W297-CL,ABMI Ecosystem Health 2018,No
W298-CCL,ABMI Ecosystem Health 2018,No
W299-CCL,ABMI Ecosystem Health 2018,No
W38-CCL,ABMI Ecosystem Health 2018,No
W39-CL,ABMI Ecosystem Health 2018,No
W418-CL,ABMI Ecosystem Health 2018,No
W419-CL,ABMI Ecosystem Health 2018,No
W420-CL,ABMI Ecosystem Health 2018,No
W449-CL,ABMI Ecosystem Health 2018,No
W450-CL,ABMI Ecosystem Health 2018,No
W478-CCL,ABMI Ecosystem Health 2018,No
W479-CL,ABMI Ecosystem Health 2018,No
W480-CL,ABMI Ecosystem Health 2018,NA
W605-CL,ABMI Ecosystem Health 2018,No
W606-CCL,ABMI Ecosystem Health 2018,No
W607-CCL,ABMI Ecosystem Health 2018,No
W637-CCL,ABMI Ecosystem Health 2018,No
W638-CL,ABMI Ecosystem Health 2018,No
W639-CL,ABMI Ecosystem Health 2018,No
W669-CCL,ABMI Ecosystem Health 2018,No
W670-CCL,ABMI Ecosystem Health 2018,No
W671-CCL,ABMI Ecosystem Health 2018,No
W679-CCL,ABMI Ecosystem Health 2018,No
W680-CL,ABMI Ecosystem Health 2018,No
W681-CCL,ABMI Ecosystem Health 2018,No
W694-CL,ABMI Ecosystem Health 2018,No
W695-CL,ABMI Ecosystem Health 2018,No
W696-CL,ABMI Ecosystem Health 2018,No
W710-CCL,ABMI Ecosystem Health 2018,No
W711-CCL,ABMI Ecosystem Health 2018,No
W712-CCL,ABMI Ecosystem Health 2018,No
W725-CCL,ABMI Ecosystem Health 2018,No
W726-CCL,ABMI Ecosystem Health 2018,No
W727-CL,ABMI Ecosystem Health 2018,No
W741-CCL,ABMI Ecosystem Health 2018,No
W742-CL,ABMI Ecosystem Health 2018,No
W743-CCL,ABMI Ecosystem Health 2018,No
W756-CCL,ABMI Ecosystem Health 2018,No
W757-CCL,ABMI Ecosystem Health 2018,No
W758-CL,ABMI Ecosystem Health 2018,No
W7-CCL,ABMI Ecosystem Health 2018,No
W829-CCL,ABMI Ecosystem Health 2018,No
W830-CCL,ABMI Ecosystem Health 2018,NA
W861-CCL,ABMI Ecosystem Health 2018,No
W862-CL,ABMI Ecosystem Health 2018,No
W887-CCL,ABMI Ecosystem Health 2018,No
W888-CCL,ABMI Ecosystem Health 2018,No
W889-CCL,ABMI Ecosystem Health 2018,No
W8-CCL,ABMI Ecosystem Health 2018,No
W920-CCL,ABMI Ecosystem Health 2018,No
W921-CCL,ABMI Ecosystem Health 2018,No
W922-CCL,ABMI Ecosystem Health 2018,No
W953-CCL,ABMI Ecosystem Health 2018,No
W954-CL,ABMI Ecosystem Health 2018,No
W955-CCL,ABMI Ecosystem Health 2018,No
OG-AAC-1054-41,ABMI Ecosystem Health 2017,No
OG-AAC-1054-42,ABMI Ecosystem Health 2017,No
OG-AAC-1054-43,ABMI Ecosystem Health 2017,No
OG-AAC-1054-44,ABMI Ecosystem Health 2017,No
OG-AAC-1055-41,ABMI Ecosystem Health 2017,No
OG-AAC-1055-42,ABMI Ecosystem Health 2017,No
OG-AAC-1085-41,ABMI Ecosystem Health 2017,No
OG-AAC-1087-41,ABMI Ecosystem Health 2017,No
OG-AAC-1116-41,ABMI Ecosystem Health 2017,No
OG-AAC-1116-42,ABMI Ecosystem Health 2017,No
OG-AAC-1116-43,ABMI Ecosystem Health 2017,No
OG-AAC-1157-41,ABMI Ecosystem Health 2017,No
OG-AAC-1157-42,ABMI Ecosystem Health 2017,No
OG-AAC-1157-43,ABMI Ecosystem Health 2017,No
OG-AAC-1157-44,ABMI Ecosystem Health 2017,No
OG-AAC-1180-41,ABMI Ecosystem Health 2017,No
OG-AAC-1180-41-1-b,ABMI Ecosystem Health 2017,No
OG-AAC-1180-41-b,ABMI Ecosystem Health 2017,No
OG-AAC-1190-41,ABMI Ecosystem Health 2017,No
OG-AAC-1190-42,ABMI Ecosystem Health 2017,No
OG-AAC-1190-43,ABMI Ecosystem Health 2017,No
OG-AAC-1191-41,ABMI Ecosystem Health 2017,No
OG-AAC-1191-42,ABMI Ecosystem Health 2017,No
OG-AAC-359-41,ABMI Ecosystem Health 2017,No
OG-AAC-359-42,ABMI Ecosystem Health 2017,No
OG-AAC-389-41,ABMI Ecosystem Health 2017,No
OG-AAC-389-42,ABMI Ecosystem Health 2017,No
OG-AAC-540-41,ABMI Ecosystem Health 2017,No
OG-AAC-540-42,ABMI Ecosystem Health 2017,No
OG-AAC-540-43,ABMI Ecosystem Health 2017,No
OG-AAC-540-44,ABMI Ecosystem Health 2017,No
OG-AAC-540-45,ABMI Ecosystem Health 2017,No
OG-AAC-555-41,ABMI Ecosystem Health 2017,No
OG-AAC-555-42,ABMI Ecosystem Health 2017,No
OG-AAC-555-43,ABMI Ecosystem Health 2017,No
OG-AAC-636-41,ABMI Ecosystem Health 2017,No
OG-AAC-636-42,ABMI Ecosystem Health 2017,No
OG-AAC-636-43,ABMI Ecosystem Health 2017,No
OG-AAC-636-44,ABMI Ecosystem Health 2017,No
OG-AAC-636-45,ABMI Ecosystem Health 2017,No
OG-AAC-636-46,ABMI Ecosystem Health 2017,No
OG-AAC-637-41,ABMI Ecosystem Health 2017,No
OG-AAC-637-43,ABMI Ecosystem Health 2017,No
OG-AAC-637-44,ABMI Ecosystem Health 2017,No
OG-AAC-637-45,ABMI Ecosystem Health 2017,No
OG-AAC-637-46,ABMI Ecosystem Health 2017,No
OG-AAC-637-47,ABMI Ecosystem Health 2017,No
OG-AAC-637-48,ABMI Ecosystem Health 2017,No
OG-AAC-638-43,ABMI Ecosystem Health 2017,No
OG-AAC-639-41,ABMI Ecosystem Health 2017,No
OG-AAC-639-42,ABMI Ecosystem Health 2017,No
OG-AAC-639-43,ABMI Ecosystem Health 2017,No
OG-AAC-639-44,ABMI Ecosystem Health 2017,No
OG-AAC-670-41,ABMI Ecosystem Health 2017,No
OG-AAC-670-42,ABMI Ecosystem Health 2017,No
OG-AAC-670-43,ABMI Ecosystem Health 2017,No
OG-AAC-670-44,ABMI Ecosystem Health 2017,No
OG-AAC-670-45,ABMI Ecosystem Health 2017,No
OG-AAC-671-41,ABMI Ecosystem Health 2017,No
OG-AAC-671-42,ABMI Ecosystem Health 2017,No
OG-AAC-671-43,ABMI Ecosystem Health 2017,No
OG-AAC-671-44,ABMI Ecosystem Health 2017,No
OG-AAC-722-41,ABMI Ecosystem Health 2017,No
OG-AAC-723-41,ABMI Ecosystem Health 2017,No
OG-AAC-723-42,ABMI Ecosystem Health 2017,No
OG-AAC-754-41,ABMI Ecosystem Health 2017,No
OG-AAC-754-42,ABMI Ecosystem Health 2017,No
OG-AAC-754-43,ABMI Ecosystem Health 2017,No
OG-AAC-754-44,ABMI Ecosystem Health 2017,No
OG-AAC-754-45,ABMI Ecosystem Health 2017,No
OG-AAC-754-46,ABMI Ecosystem Health 2017,No
OG-AAC-761-41,ABMI Ecosystem Health 2017,No
OG-AAC-793-41,ABMI Ecosystem Health 2017,No
OG-AAC-793-42,ABMI Ecosystem Health 2017,No
OG-AAC-793-43,ABMI Ecosystem Health 2017,No
OG-AAC-793-44,ABMI Ecosystem Health 2017,No
OG-AAC-793-45,ABMI Ecosystem Health 2017,No
OG-AAC-793-46,ABMI Ecosystem Health 2017,No
OG-AAC-830-41,ABMI Ecosystem Health 2017,No
OG-AAC-830-42,ABMI Ecosystem Health 2017,No
OG-AAC-830-43,ABMI Ecosystem Health 2017,No
OG-ABMI-1059-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1059-22,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1059-23,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1060-41-NE,ABMI Ecosystem Health 2017,No
OG-ABMI-1060-41-NW,ABMI Ecosystem Health 2017,No
OG-ABMI-1060-41-SE,ABMI Ecosystem Health 2017,Yes
OG-ABMI-1060-41-SW,ABMI Ecosystem Health 2017,Yes
OG-ABMI-1091-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1119-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1188-41-NE,ABMI Ecosystem Health 2017,Yes
OG-ABMI-1188-41-NW,ABMI Ecosystem Health 2017,No
OG-ABMI-1188-41-SE,ABMI Ecosystem Health 2017,Yes
OG-ABMI-1188-41-SW,ABMI Ecosystem Health 2017,No
OG-ABMI-1193-21,ABMI Ecosystem Health 2015,No
OG-ABMI-1249-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1249-22,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1249-23,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1333-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1334-21,ABMI Ecosystem Health 2015,No
OG-ABMI-1334-22,ABMI Ecosystem Health 2015,No
OG-ABMI-1360-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1389-21,ABMI Ecosystem Health 2015,No
OG-ABMI-1389-22,ABMI Ecosystem Health 2015,No
OG-ABMI-1412-21,ABMI Ecosystem Health 2015,No
OG-ABMI-1412-22,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1413-21,ABMI Ecosystem Health 2015,No
OG-ABMI-1462-21,ABMI Ecosystem Health 2015,No
OG-ABMI-1462-22,ABMI Ecosystem Health 2015,No
OG-ABMI-1464-21,ABMI Ecosystem Health 2015,No
OG-ABMI-1464-22,ABMI Ecosystem Health 2015,No
OG-ABMI-1481-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1481-22,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1482-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1482-22,ABMI Ecosystem Health 2015,No
OG-ABMI-1567-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1567-22,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1567-23,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1567-24,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1634-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1634-22,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1634-23,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1641-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1642-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-1642-22,ABMI Ecosystem Health 2015,Yes
OG-ABMI-406-51,ABMI Ecosystem Health 2018,No
OG-ABMI-406-52,ABMI Ecosystem Health 2018,No
OG-ABMI-406-53,ABMI Ecosystem Health 2018,No
OG-ABMI-436-51,ABMI Ecosystem Health 2018,No
OG-ABMI-436-52,ABMI Ecosystem Health 2018,No
OG-ABMI-436-53,ABMI Ecosystem Health 2018,No
OG-ABMI-436-54,ABMI Ecosystem Health 2018,No
OG-ABMI-438-51,ABMI Ecosystem Health 2018,No
OG-ABMI-438-52,ABMI Ecosystem Health 2018,No
OG-ABMI-438-53,ABMI Ecosystem Health 2018,No
OG-ABMI-439-57,ABMI Ecosystem Health 2018,No
OG-ABMI-439-58,ABMI Ecosystem Health 2018,No
OG-ABMI-468-51,ABMI Ecosystem Health 2018,No
OG-ABMI-468-52,ABMI Ecosystem Health 2018,No
OG-ABMI-468-53,ABMI Ecosystem Health 2018,No
OG-ABMI-469-51,ABMI Ecosystem Health 2018,No
OG-ABMI-470-56,ABMI Ecosystem Health 2018,No
OG-ABMI-477-21-1,ABMI Ecosystem Health 2015,No
OG-ABMI-477-21-2,ABMI Ecosystem Health 2015,Yes
OG-ABMI-477-21-4,ABMI Ecosystem Health 2015,Yes
OG-ABMI-493-52,ABMI Ecosystem Health 2018,No
OG-ABMI-498-52,ABMI Ecosystem Health 2018,No
OG-ABMI-499-51,ABMI Ecosystem Health 2018,No
OG-ABMI-499-52,ABMI Ecosystem Health 2018,No
OG-ABMI-499-53,ABMI Ecosystem Health 2018,No
OG-ABMI-499-54,ABMI Ecosystem Health 2018,No
OG-ABMI-500-51,ABMI Ecosystem Health 2018,No
OG-ABMI-500-52,ABMI Ecosystem Health 2018,No
OG-ABMI-500-53,ABMI Ecosystem Health 2018,No
OG-ABMI-500-54,ABMI Ecosystem Health 2018,No
OG-ABMI-500-55,ABMI Ecosystem Health 2018,No
OG-ABMI-500-56,ABMI Ecosystem Health 2018,No
OG-ABMI-500-57,ABMI Ecosystem Health 2018,No
OG-ABMI-500-58,ABMI Ecosystem Health 2018,No
OG-ABMI-500-59,ABMI Ecosystem Health 2018,No
OG-ABMI-510-21-1,ABMI Ecosystem Health 2015,No
OG-ABMI-510-21-2,ABMI Ecosystem Health 2015,Yes
OG-ABMI-510-21-3,ABMI Ecosystem Health 2015,No
OG-ABMI-510-21-4,ABMI Ecosystem Health 2015,Yes
OG-ABMI-510-41-1,ABMI Ecosystem Health 2017,Yes
OG-ABMI-510-41-2,ABMI Ecosystem Health 2017,No
OG-ABMI-510-41-3,ABMI Ecosystem Health 2017,Yes
OG-ABMI-510-41-4,ABMI Ecosystem Health 2017,No
OG-ABMI-521-52,ABMI Ecosystem Health 2018,No
OG-ABMI-529-51,ABMI Ecosystem Health 2018,No
OG-ABMI-531-41-1,ABMI Ecosystem Health 2017,Yes
OG-ABMI-531-41-2,ABMI Ecosystem Health 2017,No
OG-ABMI-531-41-3,ABMI Ecosystem Health 2017,NA
OG-ABMI-531-41-4,ABMI Ecosystem Health 2017,No
OG-ABMI-531-51,ABMI Ecosystem Health 2018,No
OG-ABMI-531-52,ABMI Ecosystem Health 2018,No
OG-ABMI-531-53,ABMI Ecosystem Health 2018,No
OG-ABMI-531-54,ABMI Ecosystem Health 2018,No
OG-ABMI-555-51,ABMI Ecosystem Health 2018,No
OG-ABMI-555-53,ABMI Ecosystem Health 2018,No
OG-ABMI-555-55,ABMI Ecosystem Health 2018,No
OG-ABMI-555-56,ABMI Ecosystem Health 2018,No
OG-ABMI-559-51,ABMI Ecosystem Health 2018,No
OG-ABMI-559-52,ABMI Ecosystem Health 2018,No
OG-ABMI-560-51,ABMI Ecosystem Health 2018,No
OG-ABMI-560-52,ABMI Ecosystem Health 2018,No
OG-ABMI-560-53,ABMI Ecosystem Health 2018,No
OG-ABMI-560-54,ABMI Ecosystem Health 2018,No
OG-ABMI-561-51,ABMI Ecosystem Health 2018,No
OG-ABMI-561-52,ABMI Ecosystem Health 2018,No
OG-ABMI-561-53,ABMI Ecosystem Health 2018,No
OG-ABMI-571-21-1,ABMI Ecosystem Health 2015,No
OG-ABMI-571-21-2,ABMI Ecosystem Health 2015,Yes
OG-ABMI-571-21-3,ABMI Ecosystem Health 2015,No
OG-ABMI-571-21-4,ABMI Ecosystem Health 2015,Yes
OG-ABMI-574-21-1,ABMI Ecosystem Health 2015,No
OG-ABMI-574-21-2,ABMI Ecosystem Health 2015,Yes
OG-ABMI-574-21-3,ABMI Ecosystem Health 2015,No
OG-ABMI-574-21-4,ABMI Ecosystem Health 2015,Yes
OG-ABMI-583-21-1,ABMI Ecosystem Health 2015,No
OG-ABMI-583-21-2,ABMI Ecosystem Health 2015,Yes
OG-ABMI-583-21-3,ABMI Ecosystem Health 2015,No
OG-ABMI-583-21-4,ABMI Ecosystem Health 2015,Yes
OG-ABMI-586-41-NE,ABMI Ecosystem Health 2017,Yes
OG-ABMI-586-41-NW,ABMI Ecosystem Health 2017,No
OG-ABMI-586-41-SE,ABMI Ecosystem Health 2017,No
OG-ABMI-586-41-SW,ABMI Ecosystem Health 2017,Yes
OG-ABMI-602-51,ABMI Ecosystem Health 2018,No
OG-ABMI-602-52,ABMI Ecosystem Health 2018,No
OG-ABMI-602-53,ABMI Ecosystem Health 2018,No
OG-ABMI-616-54,ABMI Ecosystem Health 2018,No
OG-ABMI-617-41-1,ABMI Ecosystem Health 2017,Yes
OG-ABMI-617-41-2,ABMI Ecosystem Health 2017,No
OG-ABMI-617-41-3,ABMI Ecosystem Health 2017,Yes
OG-ABMI-617-41-4,ABMI Ecosystem Health 2017,No
OG-ABMI-623-21-1,ABMI Ecosystem Health 2015,No
OG-ABMI-623-21-2,ABMI Ecosystem Health 2015,Yes
OG-ABMI-623-21-3,ABMI Ecosystem Health 2015,No
OG-ABMI-623-21-4,ABMI Ecosystem Health 2015,Yes
OG-ABMI-626-51,ABMI Ecosystem Health 2018,No
OG-ABMI-626-52,ABMI Ecosystem Health 2018,No
OG-ABMI-626-53,ABMI Ecosystem Health 2018,No
OG-ABMI-629-21-1,ABMI Ecosystem Health 2015,No
OG-ABMI-629-21-2,ABMI Ecosystem Health 2015,Yes
OG-ABMI-629-21-3,ABMI Ecosystem Health 2015,No
OG-ABMI-629-21-4,ABMI Ecosystem Health 2015,Yes
OG-ABMI-630-51,ABMI Ecosystem Health 2018,No
OG-ABMI-630-52,ABMI Ecosystem Health 2018,No
OG-ABMI-630-53,ABMI Ecosystem Health 2018,No
OG-ABMI-633-51,ABMI Ecosystem Health 2018,No
OG-ABMI-633-52,ABMI Ecosystem Health 2018,No
OG-ABMI-634-51,ABMI Ecosystem Health 2018,No
OG-ABMI-634-52,ABMI Ecosystem Health 2018,No
OG-ABMI-637-51,ABMI Ecosystem Health 2018,No
OG-ABMI-637-52,ABMI Ecosystem Health 2018,No
OG-ABMI-638-51,ABMI Ecosystem Health 2018,No
OG-ABMI-651-21-1,ABMI Ecosystem Health 2015,No
OG-ABMI-651-21-2,ABMI Ecosystem Health 2015,Yes
OG-ABMI-651-21-3,ABMI Ecosystem Health 2015,No
OG-ABMI-651-21-4,ABMI Ecosystem Health 2015,Yes
OG-ABMI-651-41-1,ABMI Ecosystem Health 2017,Yes
OG-ABMI-651-41-2,ABMI Ecosystem Health 2017,No
OG-ABMI-651-41-3,ABMI Ecosystem Health 2017,Yes
OG-ABMI-651-41-4,ABMI Ecosystem Health 2017,No
OG-ABMI-658-51,ABMI Ecosystem Health 2018,No
OG-ABMI-658-52,ABMI Ecosystem Health 2018,No
OG-ABMI-658-53,ABMI Ecosystem Health 2018,No
OG-ABMI-661-41-1,ABMI Ecosystem Health 2017,Yes
OG-ABMI-661-41-2,ABMI Ecosystem Health 2017,No
OG-ABMI-661-41-3,ABMI Ecosystem Health 2017,Yes
OG-ABMI-661-41-3-b,ABMI Ecosystem Health 2017,No
OG-ABMI-661-41-4,ABMI Ecosystem Health 2017,No
OG-ABMI-668-51,ABMI Ecosystem Health 2018,No
OG-ABMI-668-52,ABMI Ecosystem Health 2018,No
OG-ABMI-669-41-1,ABMI Ecosystem Health 2017,Yes
OG-ABMI-669-41-2,ABMI Ecosystem Health 2017,No
OG-ABMI-669-41-3,ABMI Ecosystem Health 2017,Yes
OG-ABMI-669-41-4,ABMI Ecosystem Health 2017,No
OG-ABMI-669-51,ABMI Ecosystem Health 2018,No
OG-ABMI-669-52,ABMI Ecosystem Health 2018,No
OG-ABMI-669-53,ABMI Ecosystem Health 2018,No
OG-ABMI-669-54,ABMI Ecosystem Health 2018,No
OG-ABMI-684-51,ABMI Ecosystem Health 2018,No
OG-ABMI-684-52,ABMI Ecosystem Health 2018,No
OG-ABMI-692-41-NE,ABMI Ecosystem Health 2017,Yes
OG-ABMI-692-41-NW,ABMI Ecosystem Health 2017,No
OG-ABMI-692-41-SE,ABMI Ecosystem Health 2017,No
OG-ABMI-692-41-SW,ABMI Ecosystem Health 2017,Yes
OG-ABMI-693-51,ABMI Ecosystem Health 2018,No
OG-ABMI-693-52,ABMI Ecosystem Health 2018,No
OG-ABMI-693-53,ABMI Ecosystem Health 2018,No
OG-ABMI-696-51,ABMI Ecosystem Health 2018,No
OG-ABMI-696-52,ABMI Ecosystem Health 2018,No
OG-ABMI-696-53,ABMI Ecosystem Health 2018,No
OG-ABMI-697-41-1,ABMI Ecosystem Health 2017,Yes
OG-ABMI-697-41-2,ABMI Ecosystem Health 2017,No
OG-ABMI-697-41-3,ABMI Ecosystem Health 2017,Yes
OG-ABMI-697-41-4,ABMI Ecosystem Health 2017,No
OG-ABMI-697-52,ABMI Ecosystem Health 2018,No
OG-ABMI-697-54,ABMI Ecosystem Health 2018,No
OG-ABMI-697-56,ABMI Ecosystem Health 2018,No
OG-ABMI-697-57,ABMI Ecosystem Health 2018,No
OG-ABMI-701-41-1,ABMI Ecosystem Health 2017,Yes
OG-ABMI-701-41-2,ABMI Ecosystem Health 2017,No
OG-ABMI-701-41-3,ABMI Ecosystem Health 2017,Yes
OG-ABMI-701-41-4,ABMI Ecosystem Health 2017,No
OG-ABMI-702-51,ABMI Ecosystem Health 2018,No
OG-ABMI-702-52,ABMI Ecosystem Health 2018,No
OG-ABMI-702-53,ABMI Ecosystem Health 2018,No
OG-ABMI-721-21-1,ABMI Ecosystem Health 2015,No
OG-ABMI-721-21-2,ABMI Ecosystem Health 2015,Yes
OG-ABMI-721-21-3,ABMI Ecosystem Health 2015,No
OG-ABMI-721-21-4,ABMI Ecosystem Health 2015,Yes
OG-ABMI-722-51,ABMI Ecosystem Health 2018,No
OG-ABMI-722-52,ABMI Ecosystem Health 2018,No
OG-ABMI-723-51,ABMI Ecosystem Health 2018,No
OG-ABMI-723-52,ABMI Ecosystem Health 2018,No
OG-ABMI-723-53,ABMI Ecosystem Health 2018,No
OG-ABMI-724-51,ABMI Ecosystem Health 2018,No
OG-ABMI-724-52,ABMI Ecosystem Health 2018,No
OG-ABMI-724-53,ABMI Ecosystem Health 2018,No
OG-ABMI-744-21-1,ABMI Ecosystem Health 2015,No
OG-ABMI-744-21-2,ABMI Ecosystem Health 2015,Yes
OG-ABMI-744-21-3,ABMI Ecosystem Health 2015,No
OG-ABMI-744-21-4,ABMI Ecosystem Health 2015,Yes
OG-ABMI-753-51,ABMI Ecosystem Health 2018,No
OG-ABMI-755-51,ABMI Ecosystem Health 2018,No
OG-ABMI-755-52,ABMI Ecosystem Health 2018,No
OG-ABMI-755-53,ABMI Ecosystem Health 2018,No
OG-ABMI-760-51,ABMI Ecosystem Health 2018,No
OG-ABMI-760-53,ABMI Ecosystem Health 2018,No
OG-ABMI-761-56,ABMI Ecosystem Health 2018,No
OG-ABMI-825-21-1,ABMI Ecosystem Health 2015,No
OG-ABMI-825-21-2,ABMI Ecosystem Health 2015,Yes
OG-ABMI-825-21-3,ABMI Ecosystem Health 2015,No
OG-ABMI-825-21-4,ABMI Ecosystem Health 2015,Yes
OG-ABMI-825-41-1,ABMI Ecosystem Health 2017,Yes
OG-ABMI-825-41-2,ABMI Ecosystem Health 2017,No
OG-ABMI-825-41-3,ABMI Ecosystem Health 2017,Yes
OG-ABMI-825-41-4,ABMI Ecosystem Health 2017,No
OG-ABMI-825-42-1,ABMI Ecosystem Health 2017,Yes
OG-ABMI-825-42-2,ABMI Ecosystem Health 2017,No
OG-ABMI-825-42-3,ABMI Ecosystem Health 2017,Yes
OG-ABMI-825-42-4,ABMI Ecosystem Health 2017,No
OG-ABMI-825-51,ABMI Ecosystem Health 2018,No
OG-ABMI-825-52,ABMI Ecosystem Health 2018,No
OG-ABMI-890-41-1,ABMI Ecosystem Health 2017,Yes
OG-ABMI-890-41-2,ABMI Ecosystem Health 2017,No
OG-ABMI-890-41-3,ABMI Ecosystem Health 2017,Yes
OG-ABMI-890-41-4,ABMI Ecosystem Health 2017,No
OG-ABMI-926-41-1,ABMI Ecosystem Health 2017,Yes
OG-ABMI-926-41-2,ABMI Ecosystem Health 2017,No
OG-ABMI-926-41-3,ABMI Ecosystem Health 2017,Yes
OG-ABMI-926-41-4,ABMI Ecosystem Health 2017,No
OG-ABMI-927-21-1,ABMI Ecosystem Health 2015,No
OG-ABMI-927-21-2,ABMI Ecosystem Health 2015,Yes
OG-ABMI-927-21-3,ABMI Ecosystem Health 2015,No
OG-ABMI-927-21-4,ABMI Ecosystem Health 2015,Yes
OG-ABMI-990-21,ABMI Ecosystem Health 2015,Yes
OG-ABMI-990-22,ABMI Ecosystem Health 2015,Yes
OG-ABMI-990-23,ABMI Ecosystem Health 2015,No
OG-ABMI-993-21,ABMI Ecosystem Health 2015,Yes
OG-CITSCI-1052-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1053-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1054-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1055-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1056-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1157-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1192-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1211-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1241-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1275-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1301-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1301-32,ABMI Ecosystem Health 2016,No
OG-CITSCI-1302-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1330-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1330-32,ABMI Ecosystem Health 2016,No
OG-CITSCI-1331-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1331-32,ABMI Ecosystem Health 2016,No
OG-CITSCI-1333-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1419-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1600-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-1600-32,ABMI Ecosystem Health 2016,No
OG-CITSCI-921-31,ABMI Ecosystem Health 2016,No
OG-CITSCI-990-31,ABMI Ecosystem Health 2016,No
OG-EI-1004-41-1,ABMI Ecosystem Health 2017,No
OG-EI-1004-41-2,ABMI Ecosystem Health 2017,No
OG-EI-277-41-1,ABMI Ecosystem Health 2017,No
OG-EI-277-41-2,ABMI Ecosystem Health 2017,No
OG-EI-311-41-1,ABMI Ecosystem Health 2017,No
OG-EI-311-41-2,ABMI Ecosystem Health 2017,No
OG-EI-340-41-1,ABMI Ecosystem Health 2017,No
OG-EI-340-41-2,ABMI Ecosystem Health 2017,No
OG-EI-460-41-1,ABMI Ecosystem Health 2017,No
OG-EI-460-41-2,ABMI Ecosystem Health 2017,No
OG-EI-460-42-1,ABMI Ecosystem Health 2017,No
OG-EI-460-42-2,ABMI Ecosystem Health 2017,No
OG-EI-490-41-1,ABMI Ecosystem Health 2017,No
OG-EI-490-41-2,ABMI Ecosystem Health 2017,No
OG-EI-490-42-1,ABMI Ecosystem Health 2017,No
OG-EI-490-42-2,ABMI Ecosystem Health 2017,No
OG-EI-744-41-1,ABMI Ecosystem Health 2017,No
OG-EI-744-41-2,ABMI Ecosystem Health 2017,No
OG-EI-745-41-1,ABMI Ecosystem Health 2017,No
OG-EI-745-41-2,ABMI Ecosystem Health 2017,No
OG-EI-745-42-1,ABMI Ecosystem Health 2017,No
OG-EI-745-42-2,ABMI Ecosystem Health 2017,No
OG-EI-745-43-1,ABMI Ecosystem Health 2017,No
OG-EI-745-43-2,ABMI Ecosystem Health 2017,No
OG-EI-746-41-1,ABMI Ecosystem Health 2017,No
