project,location,start_date_time,end_date_time
ABMI Ecosystem Health 2018,OG-ABMI-560-53-1,2018-02-21T19:00:00Z,2018-08-02T09:19:00Z
ABMI Ecosystem Health 2018,OG-ABMI-560-54-1,2018-03-15T09:57:00Z,2018-08-02T11:03:00Z
ABMI Ecosystem Health 2018,OG-ABMI-561-51-1,2018-03-11T14:24:00Z,2018-08-03T13:25:00Z
ABMI Ecosystem Health 2018,OG-ABMI-561-52-1,2018-03-11T12:45:00Z,2018-08-03T12:33:00Z
ABMI Ecosystem Health 2018,OG-ABMI-561-53-1,2018-03-11T11:13:00Z,2018-08-03T12:20:00Z
ABMI Ecosystem Health 2015,OG-ABMI-571-21-1,2015-03-20T12:11:00Z,2015-07-21T10:56:00Z
ABMI Ecosystem Health 2015,OG-ABMI-571-21-2,2015-03-20T11:31:00Z,2015-07-21T11:22:00Z
ABMI Ecosystem Health 2015,OG-ABMI-571-21-3,2015-03-20T10:22:00Z,2015-06-27T16:44:00Z
ABMI Ecosystem Health 2015,OG-ABMI-571-21-4,2015-03-20T09:44:00Z,2015-07-21T12:00:00Z
ABMI Ecosystem Health 2015,OG-ABMI-574-21-1,2015-03-17T15:25:00Z,2015-06-06T15:00:00Z
ABMI Ecosystem Health 2015,OG-ABMI-574-21-2,2015-03-17T14:26:00Z,2015-07-20T11:21:00Z
ABMI Ecosystem Health 2015,OG-ABMI-574-21-3,2015-03-17T12:15:00Z,2015-07-20T11:44:00Z
ABMI Ecosystem Health 2015,OG-ABMI-574-21-4,2015-03-17T12:13:00Z,2015-06-18T19:14:00Z
ABMI Ecosystem Health 2015,OG-ABMI-583-21-1,2015-03-22T19:58:00Z,2015-07-07T11:05:00Z
ABMI Ecosystem Health 2015,OG-ABMI-583-21-2,2015-03-22T19:36:00Z,2015-07-07T10:32:00Z
ABMI Ecosystem Health 2015,OG-ABMI-583-21-3,2015-03-22T18:58:00Z,2015-07-07T11:37:00Z
ABMI Ecosystem Health 2015,OG-ABMI-583-21-4,2015-03-22T18:10:00Z,2015-07-07T11:55:00Z
ABMI Ecosystem Health 2017,OG-ABMI-586-41-NE,2017-03-06T19:33:00Z,2017-07-27T10:03:00Z
ABMI Ecosystem Health 2017,OG-ABMI-586-41-NW,2017-03-06T17:19:00Z,2017-07-27T12:48:00Z
ABMI Ecosystem Health 2017,OG-ABMI-586-41-SE,2017-03-06T18:47:00Z,2017-07-27T10:53:00Z
ABMI Ecosystem Health 2017,OG-ABMI-586-41-SW,2017-03-06T18:03:00Z,2017-07-27T11:57:00Z
ABMI Ecosystem Health 2018,OG-ABMI-602-51-1,2018-03-11T11:00:00Z,2018-08-07T10:50:00Z
ABMI Ecosystem Health 2018,OG-ABMI-602-52-1,2018-03-11T11:00:00Z,2018-07-08T11:02:00Z
ABMI Ecosystem Health 2018,OG-ABMI-602-53-1,2018-03-11T11:00:00Z,2018-08-07T12:17:00Z
ABMI Ecosystem Health 2018,OG-ABMI-616-54-1,2018-02-25T15:00:00Z,2018-07-30T18:28:00Z
ABMI Ecosystem Health 2017,OG-ABMI-617-41-1,2017-03-06T11:24:00Z,2017-07-26T13:01:00Z
ABMI Ecosystem Health 2017,OG-ABMI-617-41-2,2017-03-06T10:50:00Z,2017-07-26T13:22:00Z
ABMI Ecosystem Health 2017,OG-ABMI-617-41-3,2017-03-06T10:15:00Z,2017-07-26T13:36:00Z
ABMI Ecosystem Health 2017,OG-ABMI-617-41-4,2017-03-06T09:12:00Z,2017-07-26T13:50:00Z
ABMI Ecosystem Health 2015,OG-ABMI-623-21-1,2015-03-20T13:05:00Z,2015-07-05T11:54:00Z
ABMI Ecosystem Health 2015,OG-ABMI-623-21-2,2015-03-20T12:22:00Z,2015-07-05T11:22:00Z
ABMI Ecosystem Health 2015,OG-ABMI-623-21-3,2015-03-20T11:36:00Z,2015-07-05T10:49:00Z
ABMI Ecosystem Health 2015,OG-ABMI-623-21-4,2015-03-20T11:00:00Z,2015-07-05T10:14:00Z
ABMI Ecosystem Health 2018,OG-ABMI-626-51-1,2018-03-10T15:51:00Z,2018-08-06T13:51:00Z
ABMI Ecosystem Health 2018,OG-ABMI-626-52-1,2018-03-10T14:35:00Z,2018-08-06T13:58:00Z
ABMI Ecosystem Health 2018,OG-ABMI-626-53-1,2018-03-10T13:09:00Z,2018-06-09T20:04:00Z
ABMI Ecosystem Health 2015,OG-ABMI-629-21-1,2015-03-24T12:45:00Z,2015-07-01T09:35:00Z
ABMI Ecosystem Health 2015,OG-ABMI-629-21-2,2015-03-19T09:42:00Z,2015-06-26T14:34:00Z
ABMI Ecosystem Health 2015,OG-ABMI-629-21-3,2015-03-17T13:37:00Z,2015-07-01T10:51:00Z
ABMI Ecosystem Health 2015,OG-ABMI-629-21-4,2015-03-17T14:54:00Z,2015-07-01T11:20:00Z
ABMI Ecosystem Health 2018,OG-ABMI-630-51-1,NA,NA
ABMI Ecosystem Health 2018,OG-ABMI-630-52-1,2018-02-20T13:00:00Z,2018-08-07T10:31:00Z
ABMI Ecosystem Health 2018,OG-ABMI-630-53-1,2018-02-20T12:33:00Z,2018-08-07T11:30:00Z
ABMI Ecosystem Health 2018,OG-ABMI-633-51-1,2018-02-14T16:17:23Z,2019-01-25T20:50:57Z
ABMI Ecosystem Health 2018,OG-ABMI-633-52-1,2018-02-14T14:26:46Z,2019-01-27T18:29:25Z
ABMI Ecosystem Health 2018,OG-ABMI-634-51-1,2018-03-08T07:12:39Z,2018-12-18T11:31:15Z
ABMI Ecosystem Health 2018,OG-ABMI-634-52-1,2018-02-14T18:20:25Z,2019-02-02T10:09:29Z
ABMI Ecosystem Health 2018,OG-ABMI-637-51-1,2018-03-07T17:00:00Z,2018-11-13T16:04:00Z
ABMI Ecosystem Health 2018,OG-ABMI-637-52-1,2018-03-07T17:00:00Z,2018-07-07T05:00:00Z
ABMI Ecosystem Health 2018,OG-ABMI-638-51-1,2018-03-07T17:00:00Z,2018-11-13T15:39:00Z
ABMI Ecosystem Health 2015,OG-ABMI-651-21-1,2015-03-21T12:02:00Z,2015-07-06T11:34:00Z
ABMI Ecosystem Health 2015,OG-ABMI-651-21-2,2015-03-21T11:28:00Z,2015-07-06T11:07:00Z
ABMI Ecosystem Health 2015,OG-ABMI-651-21-3,2015-03-21T12:47:00Z,2015-07-06T12:01:00Z
ABMI Ecosystem Health 2015,OG-ABMI-651-21-4,2015-03-21T10:32:00Z,2015-07-06T12:35:00Z
ABMI Ecosystem Health 2017,OG-ABMI-651-41-1,2017-03-05T10:12:00Z,2017-07-25T11:53:00Z
ABMI Ecosystem Health 2017,OG-ABMI-651-41-2,2017-03-05T11:09:00Z,2017-07-25T10:57:00Z
ABMI Ecosystem Health 2017,OG-ABMI-651-41-3,2017-03-05T12:15:00Z,2017-07-25T10:18:00Z
ABMI Ecosystem Health 2017,OG-ABMI-651-41-4,2017-03-05T13:00:00Z,2017-07-25T09:26:00Z
ABMI Ecosystem Health 2018,OG-ABMI-658-51-1,2018-02-21T13:00:00Z,2018-08-06T10:47:00Z
ABMI Ecosystem Health 2018,OG-ABMI-658-52-1,2018-02-28T04:32:42Z,2018-12-20T05:31:23Z
ABMI Ecosystem Health 2018,OG-ABMI-658-53-1,2018-03-10T18:24:00Z,2018-08-06T11:21:00Z
ABMI Ecosystem Health 2017,OG-ABMI-661-41-1,2017-02-18T14:39:00Z,2017-07-22T16:37:00Z
ABMI Ecosystem Health 2017,OG-ABMI-661-41-2,2017-02-18T13:55:00Z,2017-04-16T08:51:00Z
ABMI Ecosystem Health 2017,OG-ABMI-661-41-3,2017-02-18T14:06:00Z,2017-07-22T10:03:00Z
ABMI Ecosystem Health 2017,OG-ABMI-661-41-4,2017-02-18T12:14:00Z,2017-07-22T09:15:00Z
ABMI Ecosystem Health 2018,OG-ABMI-668-51-1,2018-02-20T12:42:00Z,2018-08-08T09:35:00Z
ABMI Ecosystem Health 2018,OG-ABMI-668-52-1,2018-02-20T15:55:00Z,2018-08-08T10:15:00Z
ABMI Ecosystem Health 2017,OG-ABMI-669-41-1,2017-03-03T10:08:00Z,2017-07-05T16:32:00Z
ABMI Ecosystem Health 2017,OG-ABMI-669-41-2,2017-03-03T10:36:00Z,2017-07-05T15:50:00Z
ABMI Ecosystem Health 2017,OG-ABMI-669-41-3,2017-03-03T11:16:00Z,2017-07-05T14:51:00Z
ABMI Ecosystem Health 2017,OG-ABMI-669-41-4,2017-03-03T11:36:00Z,2017-07-05T14:10:00Z
ABMI Ecosystem Health 2018,OG-ABMI-669-51-1,2018-03-07T15:00:00Z,2018-08-08T12:24:00Z
ABMI Ecosystem Health 2018,OG-ABMI-669-52-1,2018-03-07T13:00:00Z,2018-08-08T10:25:00Z
ABMI Ecosystem Health 2018,OG-ABMI-669-53-1,2018-03-07T13:00:00Z,2018-08-08T11:55:00Z
ABMI Ecosystem Health 2018,OG-ABMI-669-54-1,2018-02-20T15:30:00Z,2018-11-12T16:15:00Z
ABMI Ecosystem Health 2018,OG-ABMI-684-51-1,2018-03-17T12:27:37Z,2018-03-17T12:30:23Z
ABMI Ecosystem Health 2018,OG-ABMI-684-52-1,2018-03-17T11:25:40Z,2019-03-11T11:11:22Z
ABMI Ecosystem Health 2017,OG-ABMI-692-41-NE,2017-02-17T13:56:00Z,2017-07-21T11:41:00Z
ABMI Ecosystem Health 2017,OG-ABMI-692-41-NW,2017-02-17T16:25:00Z,2017-07-21T12:41:00Z
ABMI Ecosystem Health 2017,OG-ABMI-692-41-SE,2017-02-17T14:51:00Z,2017-07-21T13:22:00Z
ABMI Ecosystem Health 2017,OG-ABMI-692-41-SW,2017-02-17T15:36:00Z,2017-07-21T14:06:00Z
ABMI Ecosystem Health 2018,OG-ABMI-693-51-1,2018-02-17T11:00:00Z,2018-09-25T11:14:00Z
ABMI Ecosystem Health 2018,OG-ABMI-693-52-1,2018-02-17T11:00:00Z,2018-09-25T10:33:00Z
ABMI Ecosystem Health 2018,OG-ABMI-693-53-1,2018-02-20T08:32:33Z,2019-01-16T12:34:36Z
ABMI Ecosystem Health 2018,OG-ABMI-696-51-1,2018-02-14T11:31:00Z,2018-11-12T16:09:00Z
ABMI Ecosystem Health 2018,OG-ABMI-696-52-1,2018-02-14T11:34:00Z,2018-11-12T15:00:00Z
ABMI Ecosystem Health 2018,OG-ABMI-696-53-1,2018-03-27T11:25:12Z,2019-02-27T12:05:28Z
ABMI Ecosystem Health 2017,OG-ABMI-697-41-1,2017-02-16T11:59:00Z,2017-05-08T20:53:00Z
ABMI Ecosystem Health 2017,OG-ABMI-697-41-2,2017-02-16T12:39:00Z,2017-06-24T05:00:00Z
ABMI Ecosystem Health 2017,OG-ABMI-697-41-3,2017-02-16T14:00:00Z,2017-07-11T10:33:00Z
ABMI Ecosystem Health 2017,OG-ABMI-697-41-4,2017-02-16T14:37:00Z,2017-06-28T05:11:00Z
ABMI Ecosystem Health 2018,OG-ABMI-697-52-1,2018-03-11T15:00:00Z,2018-08-07T14:42:00Z
ABMI Ecosystem Health 2018,OG-ABMI-697-54-1,2018-04-13T02:01:00Z,2018-08-07T15:53:00Z
ABMI Ecosystem Health 2018,OG-ABMI-697-56-1,2018-02-02T12:50:00Z,2018-06-20T14:41:00Z
ABMI Ecosystem Health 2018,OG-ABMI-697-57-1,2018-03-11T17:00:00Z,2018-11-12T14:18:00Z
ABMI Ecosystem Health 2017,OG-ABMI-701-41-1,2017-02-20T13:46:00Z,2017-05-04T06:16:00Z
ABMI Ecosystem Health 2017,OG-ABMI-701-41-2,2017-02-20T14:35:00Z,2017-07-07T12:06:00Z
ABMI Ecosystem Health 2017,OG-ABMI-701-41-3,2017-02-20T15:35:00Z,2017-07-07T17:57:00Z
ABMI Ecosystem Health 2017,OG-ABMI-701-41-4,2017-02-19T15:05:00Z,2017-04-05T09:00:00Z
ABMI Ecosystem Health 2018,OG-ABMI-702-51-1,2018-04-02T22:33:38Z,2019-03-09T10:02:19Z
ABMI Ecosystem Health 2018,OG-ABMI-702-52-1,2018-03-31T12:31:37Z,2019-03-09T10:59:48Z
ABMI Ecosystem Health 2018,OG-ABMI-702-53-1,2018-03-07T08:51:53Z,2019-03-09T10:05:33Z
ABMI Ecosystem Health 2015,OG-ABMI-721-21-1,2015-03-18T15:21:00Z,2015-07-03T09:40:00Z
ABMI Ecosystem Health 2015,OG-ABMI-721-21-2,2015-03-18T14:48:00Z,2015-07-03T11:02:00Z
ABMI Ecosystem Health 2015,OG-ABMI-721-21-3,2015-03-18T13:32:00Z,2015-07-03T11:39:00Z
ABMI Ecosystem Health 2015,OG-ABMI-721-21-4,2015-03-18T12:54:00Z,2015-07-03T12:10:00Z
ABMI Ecosystem Health 2018,OG-ABMI-722-51-1,2018-02-16T10:07:59Z,2019-01-30T15:41:18Z
ABMI Ecosystem Health 2018,OG-ABMI-722-52-1,2018-02-16T23:31:34Z,2019-01-30T16:19:26Z
ABMI Ecosystem Health 2018,OG-ABMI-723-51-1,2018-02-20T23:38:13Z,2019-01-31T11:42:01Z
ABMI Ecosystem Health 2018,OG-ABMI-723-52-1,2018-02-21T03:09:52Z,2019-01-31T12:13:32Z
ABMI Ecosystem Health 2018,OG-ABMI-723-53-1,2018-02-17T03:21:57Z,2019-01-31T12:33:23Z
ABMI Ecosystem Health 2018,OG-ABMI-724-51-1,2018-02-17T13:00:00Z,2018-09-25T14:01:00Z
ABMI Ecosystem Health 2018,OG-ABMI-724-52-1,2018-02-17T13:00:00Z,2018-09-25T14:19:00Z
ABMI Ecosystem Health 2018,OG-ABMI-724-53-1,2018-04-26T10:01:14Z,2019-01-16T12:52:22Z
ABMI Ecosystem Health 2015,OG-ABMI-744-21-1,2015-03-23T13:28:00Z,2015-07-08T09:16:00Z
ABMI Ecosystem Health 2015,OG-ABMI-744-21-2,2015-03-23T13:59:00Z,2015-07-08T09:13:00Z
ABMI Ecosystem Health 2015,OG-ABMI-744-21-3,2015-03-23T12:32:00Z,2015-07-08T10:46:00Z
ABMI Ecosystem Health 2015,OG-ABMI-744-21-4,2015-03-23T12:51:00Z,2015-07-08T10:37:00Z
ABMI Ecosystem Health 2018,OG-ABMI-753-51-1,2018-02-19T21:31:59Z,2019-01-30T15:18:26Z
ABMI Ecosystem Health 2018,OG-ABMI-755-51-1,2018-02-15T11:00:00Z,2018-09-25T15:11:00Z
ABMI Ecosystem Health 2018,OG-ABMI-755-52-1,2018-02-15T13:00:00Z,2018-04-26T22:10:00Z
ABMI Ecosystem Health 2018,OG-ABMI-755-53-1,2018-02-15T13:00:00Z,2018-09-25T15:31:00Z
ABMI Ecosystem Health 2018,OG-ABMI-760-51-1,NA,NA
ABMI Ecosystem Health 2018,OG-ABMI-760-53-1,2018-02-14T18:56:10Z,2018-09-23T09:42:55Z
ABMI Ecosystem Health 2018,OG-ABMI-761-56-1,2018-01-14T01:00:00Z,2018-08-26T20:07:00Z
ABMI Ecosystem Health 2015,OG-ABMI-825-21-1,2015-03-19T15:50:00Z,2015-06-08T16:59:00Z
ABMI Ecosystem Health 2015,OG-ABMI-825-21-2,2015-03-19T16:41:00Z,2015-06-27T11:38:00Z
ABMI Ecosystem Health 2015,OG-ABMI-825-21-3,2015-03-19T17:16:00Z,2015-07-16T12:17:00Z
ABMI Ecosystem Health 2015,OG-ABMI-825-21-4,2015-03-19T17:55:00Z,2015-03-28T09:14:00Z
ABMI Ecosystem Health 2017,OG-ABMI-825-41-1,2017-03-02T12:02:00Z,2017-07-03T15:27:00Z
ABMI Ecosystem Health 2017,OG-ABMI-825-41-2,2017-03-02T11:18:00Z,2017-07-03T15:58:00Z
ABMI Ecosystem Health 2017,OG-ABMI-825-41-3,2017-03-02T10:33:00Z,2017-07-03T16:23:00Z
ABMI Ecosystem Health 2017,OG-ABMI-825-41-4,2017-03-02T09:55:00Z,2017-07-03T16:43:00Z
ABMI Ecosystem Health 2017,OG-ABMI-825-42-1,2017-02-15T15:22:00Z,2017-07-04T13:05:00Z
ABMI Ecosystem Health 2017,OG-ABMI-825-42-2,2017-02-15T14:29:00Z,2017-07-04T13:32:00Z
ABMI Ecosystem Health 2017,OG-ABMI-825-42-3,2017-02-15T12:54:00Z,2017-07-04T13:59:00Z
ABMI Ecosystem Health 2017,OG-ABMI-825-42-4,2017-02-15T12:09:00Z,2017-07-04T14:31:00Z
ABMI Ecosystem Health 2018,OG-ABMI-825-51-1,2018-02-13T14:37:00Z,2018-08-08T14:07:00Z
ABMI Ecosystem Health 2018,OG-ABMI-825-52-1,2018-02-13T14:43:00Z,2018-08-08T13:36:00Z
ABMI Ecosystem Health 2017,OG-ABMI-890-41-1,2017-03-18T12:59:00Z,2017-07-28T10:18:00Z
ABMI Ecosystem Health 2017,OG-ABMI-890-41-2,2017-03-18T13:28:00Z,2017-07-28T11:16:00Z
ABMI Ecosystem Health 2017,OG-ABMI-890-41-3,2017-03-18T14:54:00Z,2017-07-28T12:10:00Z
ABMI Ecosystem Health 2017,OG-ABMI-890-41-4,2017-03-18T15:51:00Z,2017-07-28T12:30:00Z
ABMI Ecosystem Health 2017,OG-ABMI-926-41-1,2017-03-19T11:32:00Z,2017-04-05T11:00:00Z
ABMI Ecosystem Health 2017,OG-ABMI-926-41-2,2017-03-19T12:17:00Z,2017-05-24T23:00:00Z
ABMI Ecosystem Health 2017,OG-ABMI-926-41-3,2017-03-19T13:21:00Z,2017-03-31T13:05:00Z
ABMI Ecosystem Health 2017,OG-ABMI-926-41-4,2017-03-19T14:09:00Z,2017-07-27T12:35:00Z
ABMI Ecosystem Health 2015,OG-ABMI-927-21-1,2015-03-21T18:25:00Z,2015-06-12T21:00:00Z
ABMI Ecosystem Health 2015,OG-ABMI-927-21-2,2015-03-21T17:35:00Z,2015-06-14T19:37:00Z
ABMI Ecosystem Health 2015,OG-ABMI-927-21-3,2015-03-21T16:33:00Z,2015-03-29T21:48:00Z
ABMI Ecosystem Health 2015,OG-ABMI-927-21-4,2015-03-21T15:48:00Z,2015-06-15T18:18:00Z
ABMI Ecosystem Health 2015,OG-ABMI-990-21-1,2015-04-25T13:30:00Z,2015-08-18T11:38:00Z
ABMI Ecosystem Health 2015,OG-ABMI-990-22-1,2015-04-25T17:17:00Z,2015-08-01T12:37:00Z
ABMI Ecosystem Health 2015,OG-ABMI-990-23-1,2015-04-25T18:52:00Z,2015-08-18T17:34:00Z
ABMI Ecosystem Health 2015,OG-ABMI-993-21-1,2015-03-19T17:04:00Z,2015-07-14T12:30:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1052-31-1,2016-03-19T15:06:00Z,2016-07-06T10:19:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1053-31-1,2016-03-13T11:16:00Z,2016-07-26T13:20:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1054-31-1,2016-03-13T18:06:00Z,2016-07-26T14:10:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1055-31-1,2016-03-20T14:41:00Z,2016-07-19T14:58:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1056-31-1,2016-03-19T15:20:00Z,2016-07-19T13:58:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1157-31-1,2016-03-31T11:17:00Z,2016-08-26T11:51:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1192-31-1,2016-03-31T13:08:00Z,2016-08-26T10:39:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1211-31-1,2016-03-18T11:57:00Z,2016-07-22T08:17:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1241-31-1,2016-03-23T13:15:00Z,2016-07-31T09:01:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1275-31-1,2016-03-10T12:59:00Z,2016-07-19T20:15:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1301-31-1,2016-03-19T11:00:00Z,2016-07-15T11:09:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1301-32-1,2016-04-01T17:36:00Z,2016-07-15T15:04:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1302-31-1,2016-03-18T16:49:00Z,2016-07-21T19:54:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1330-31-1,2016-04-12T13:36:00Z,2016-07-06T11:09:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1330-32-1,2016-04-12T12:15:00Z,2016-07-06T11:32:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1331-31-1,2016-04-12T16:04:00Z,2016-06-27T16:56:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1331-32-1,2016-04-12T16:58:00Z,2016-07-06T10:07:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1333-31-1,2016-03-12T17:15:00Z,2016-05-13T05:50:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1419-31-1,2016-03-11T21:00:00Z,2016-07-12T06:51:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1600-31-1,2016-04-13T12:03:00Z,2016-07-13T11:45:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-1600-32-1,2016-04-13T13:55:00Z,2016-07-13T11:25:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-921-31-1,2016-03-17T15:12:00Z,2016-07-18T12:31:00Z
ABMI Ecosystem Health 2016,OG-CITSCI-990-31-1,2016-03-17T11:53:00Z,2016-07-20T16:03:00Z
ABMI Ecosystem Health 2017,OG-EI-1004-41-1,2017-04-15T15:37:00Z,2017-08-18T17:52:00Z
ABMI Ecosystem Health 2017,OG-EI-1004-41-2,2017-04-15T16:03:00Z,2017-08-18T17:36:00Z
ABMI Ecosystem Health 2017,OG-EI-277-41-1,2017-04-12T09:19:00Z,2017-08-10T14:54:00Z
ABMI Ecosystem Health 2017,OG-EI-277-41-2,2017-04-12T09:59:00Z,2017-08-10T15:28:00Z
ABMI Ecosystem Health 2017,OG-EI-311-41-1,2017-04-13T09:44:00Z,2017-08-09T14:34:00Z
ABMI Ecosystem Health 2017,OG-EI-311-41-2,2017-04-13T10:18:00Z,2017-08-09T13:48:00Z
ABMI Ecosystem Health 2017,OG-EI-340-41-1,2017-04-13T11:49:00Z,2017-08-09T13:53:00Z
ABMI Ecosystem Health 2017,OG-EI-340-41-2,2017-04-13T12:22:00Z,2017-08-09T13:00:00Z
ABMI Ecosystem Health 2017,OG-EI-460-41-1,2017-04-13T17:27:00Z,2017-08-11T11:13:00Z
ABMI Ecosystem Health 2017,OG-EI-460-41-2,2017-04-13T17:55:00Z,2017-08-11T11:35:00Z
ABMI Ecosystem Health 2017,OG-EI-460-42-1,2017-04-13T15:01:00Z,2017-08-11T12:01:00Z
ABMI Ecosystem Health 2017,OG-EI-460-42-2,2017-04-13T15:30:00Z,2017-08-11T11:29:00Z
ABMI Ecosystem Health 2017,OG-EI-490-41-1,2017-04-14T09:40:00Z,2017-08-09T12:40:00Z
ABMI Ecosystem Health 2017,OG-EI-490-41-2,2017-04-14T10:17:00Z,2017-08-09T13:03:00Z
ABMI Ecosystem Health 2017,OG-EI-490-42-1,2017-04-14T08:35:00Z,2017-08-09T14:45:00Z
ABMI Ecosystem Health 2017,OG-EI-490-42-2,2017-04-14T08:54:00Z,2017-08-09T14:29:00Z
ABMI Ecosystem Health 2017,OG-EI-744-41-1,2017-04-16T17:43:00Z,2017-08-18T11:48:00Z
ABMI Ecosystem Health 2017,OG-EI-744-41-2,2017-04-16T18:06:00Z,2017-08-18T11:56:00Z
ABMI Ecosystem Health 2017,OG-EI-745-41-1,2017-04-16T16:13:00Z,2017-08-18T15:58:00Z
ABMI Ecosystem Health 2017,OG-EI-745-41-2,2017-04-16T16:35:00Z,2017-08-18T15:22:00Z
ABMI Ecosystem Health 2017,OG-EI-745-42-1,2017-04-16T14:58:00Z,2017-08-18T15:55:00Z
ABMI Ecosystem Health 2017,OG-EI-745-42-2,2017-04-16T15:25:00Z,2017-08-18T15:26:00Z
ABMI Ecosystem Health 2017,OG-EI-745-43-1,2017-04-16T18:54:00Z,2017-04-17T19:00:00Z
ABMI Ecosystem Health 2017,OG-EI-745-43-2,2017-04-16T19:28:00Z,2017-08-18T13:43:00Z
ABMI Ecosystem Health 2017,OG-EI-746-41-1,2017-04-16T13:24:00Z,2017-04-16T13:24:00Z
ABMI Ecosystem Health 2017,OG-EI-746-41-2,2017-04-16T13:44:00Z,2017-05-03T19:00:00Z
ABMI Ecosystem Health 2017,OG-EI-750-41-1,2017-04-17T10:27:00Z,2017-08-19T09:00:00Z
ABMI Ecosystem Health 2017,OG-EI-750-41-2,2017-04-17T10:08:00Z,2017-05-26T12:29:00Z
ABMI Ecosystem Health 2017,OG-EI-783-41-1,2017-04-17T11:17:00Z,2017-08-19T10:22:00Z
ABMI Ecosystem Health 2017,OG-EI-783-41-2,2017-04-17T11:28:00Z,2017-07-26T10:21:00Z
ABMI Ecosystem Health 2017,OG-EI-815-41-1,2017-05-11T19:00:00Z,2017-08-19T13:27:00Z
ABMI Ecosystem Health 2017,OG-EI-815-41-2,2017-05-11T17:00:00Z,2017-05-29T17:58:00Z
ABMI Ecosystem Health 2017,OG-EI-817-41-1,2017-04-17T13:09:00Z,2017-08-19T16:05:00Z
ABMI Ecosystem Health 2017,OG-EI-817-41-2,2017-04-17T13:28:00Z,2017-08-19T16:47:00Z
ABMI Ecosystem Health 2017,OG-EI-845-41-1,2017-05-13T11:00:00Z,2017-08-19T12:49:00Z
ABMI Ecosystem Health 2017,OG-EI-845-41-2,2017-05-13T13:00:00Z,2017-08-19T12:18:00Z
ABMI Ecosystem Health 2017,OG-EI-877-41-1,2017-05-12T14:10:00Z,2017-08-19T14:18:00Z
ABMI Ecosystem Health 2017,OG-EI-877-41-2,2017-05-12T13:01:00Z,2017-08-12T12:56:00Z
ABMI Ecosystem Health 2017,OG-EI-899-41-1,2017-04-14T17:19:00Z,2017-08-12T16:27:00Z
ABMI Ecosystem Health 2017,OG-EI-899-41-2,2017-04-14T17:46:00Z,2017-08-12T16:49:00Z
ABMI Ecosystem Health 2017,OG-EI-899-42-1,2017-04-14T15:36:00Z,2017-05-07T17:27:00Z
ABMI Ecosystem Health 2017,OG-EI-899-42-2,2017-04-14T16:02:00Z,2017-08-12T18:22:00Z
ABMI Ecosystem Health 2017,OG-EI-899-43-1,2017-04-14T18:50:00Z,2017-08-12T13:42:00Z
ABMI Ecosystem Health 2017,OG-EI-899-43-2,2017-04-14T19:26:00Z,2017-08-12T13:07:00Z
ABMI Ecosystem Health 2017,OG-EI-910-41-1,2017-05-12T11:00:00Z,2017-08-19T15:33:00Z
ABMI Ecosystem Health 2017,OG-EI-910-41-2,2017-05-12T13:00:00Z,2017-08-19T15:12:00Z
ABMI Ecosystem Health 2017,OG-EI-911-41-1,2017-04-16T08:32:00Z,2017-08-19T16:42:00Z
ABMI Ecosystem Health 2017,OG-EI-911-41-2,2017-04-16T09:09:00Z,2017-08-19T16:23:00Z
ABMI Ecosystem Health 2017,OG-EI-939-41-1,2017-04-15T18:09:00Z,2017-08-18T13:06:00Z
ABMI Ecosystem Health 2017,OG-EI-939-41-2,2017-04-15T18:54:00Z,2017-08-18T13:36:00Z
ABMI Ecosystem Health 2017,OG-EI-971-41-1,2017-04-15T13:56:00Z,2017-08-18T16:27:00Z
ABMI Ecosystem Health 2017,OG-EI-971-41-2,2017-04-15T14:26:00Z,2017-08-18T16:45:00Z
ABMI Ecosystem Health 2017,OG-EI-972-41-1,2017-04-15T12:19:00Z,2017-06-17T06:53:00Z
ABMI Ecosystem Health 2017,OG-EI-972-41-2,2017-04-15T12:40:00Z,2017-08-12T03:12:00Z
ABMI Ecosystem Health 2015,OG-OGC-1392-21-1,2015-04-30T14:53:00Z,2015-07-16T16:47:00Z
ABMI Ecosystem Health 2015,OG-OGC-1412-21-1,2015-05-01T13:48:00Z,2015-07-16T12:59:00Z
