project,location,site,station,BlackBear,CanadaLynx,Coyote,Elk(wapiti),Fisher,GrayWolf,Marten,Moose,Muledeer,Redfox,RedSquirrel,SnowshoeHare,White-tailedDeer,lure
ABMI Ecosystem Health 2019,707-SE,707,SE,0,0,0.495579606971234,1.0078930877773937,0,0,0,0,2.804029115804629,0,0,0,1.6040375636576607,No
ABMI Ecosystem Health 2019,707-SW,707,SW,0,0,1.5456131804962323,41.118337198979575,0,0,0,0.19563094355032362,5.879288626338292,0,0,0,5.14465073033319,Yes
ABMI Ecosystem Health 2019,708-NE,708,NE,0,0,0.6850758426194874,0,0,0,0,0,10.649309234463388,0,0.05923440235585166,0,2.380306890555764,Yes
ABMI Ecosystem Health 2019,708-NW,708,NW,0,0,0.06488610747794815,0,0,0,0,0,0.03754595794826234,0,0,0,0.007288810334721403,No
ABMI Ecosystem Health 2019,708-SE,708,SE,0,0,0,0,0,0,0,0,0.08233603927414736,0,0,0,0.019193867214766354,No
ABMI Ecosystem Health 2019,708-SW,708,SW,0,0,3.0948340335163254,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2019,709-NE,709,NE,4.893604014096466,0,0.1089342378493139,38.79686955312363,0,0,0,3.5909225105494054,3.1346133637797724,0,0,0,0,Yes
ABMI Ecosystem Health 2019,709-NW,709,NW,0.3923227551449213,0,0.14986564403472535,64.01745604553733,0,0,0,0.033191430769832816,0.2449022719490336,0,0,0,0.025451191580232332,No
ABMI Ecosystem Health 2019,709-SE,709,SE,1.7987269736748925,0,0,11.963201107618614,0,0,0,0.0417223036239338,4.035453870598825,0,0,0.2397356369104746,0.23835991845233379,No
ABMI Ecosystem Health 2019,709-SW,709,SW,0,0,0.3545147127190929,102.72798522925575,0,0,0,0,0,0,0,0,0.44320532982518923,Yes
ABMI Ecosystem Health 2018,710-NE,710,NE,17.921354041925273,0,0,0.6848746370849544,0.06328381950377232,0,0.22824218951134903,8.89913873033944,0,0,0,0,0.09210026651529295,Yes
ABMI Ecosystem Health 2018,710-SW,710,SW,2.185069335524228,0,0.18320429044459408,0,0,0,0,0.0808328612297471,0.08525741381080558,0,0,0,0.17407925752575334,No
ABMI Ecosystem Health 2018,711-NE,711,NE,0.07490444628072733,0,0.453679031597202,17.0971348259829,0,0,0,2.1042178903133784,16.368719030366904,0,0,0,1.72857522631974,Yes
ABMI Ecosystem Health 2018,711-SW,711,SW,19.63339390397739,0,0.08098478586849087,15.336093311537867,0,0,0,0.3297540526985127,2.091097406827624,0,0.040332058329099064,0,0.506825323740966,No
ABMI Ecosystem Health 2018,712-NE,712,NE,0,0,0.7519101594944729,0,0,0,0,0,0.049115238047471116,0,0,0,0.25767778782008527,Yes
ABMI Ecosystem Health 2018,712-SW,712,SW,0.08348152708168817,0,0.9669506567505565,0,0,0,0,12.290501541063836,0.04652528836442007,0,0,0.06967745543880748,1.0933775186028531,No
ABMI Ecosystem Health 2019,716-NE,716,NE,0,0,0,0,0.6529267508040139,0,0,1.6922697704424716,0,0,0,0,0,Yes
ABMI Ecosystem Health 2019,716-NW,716,NW,0,0,0,0,0,0,0.13219162388884695,0,0,0,0.17568660988316526,0.3914038330786693,0,No
ABMI Ecosystem Health 2019,716-SE,716,SE,0.30429686371992926,0,0,0,0,0.35559901493799567,0,0,0,0,0,0.2770498933149523,0,No
ABMI Ecosystem Health 2019,716-SW,716,SW,2.488142183378177,0.08555772728329553,0,0,0,0,0,0,0,0,0.07574557295952751,2.4464934091434807,0,Yes
ABMI Ecosystem Health 2019,717-NE,717,NE,0,0,0,0,0.06251206560738486,0.10382367379704589,0,0,0,0,0,0,0.8240165769588268,Yes
ABMI Ecosystem Health 2019,717-NW,717,NW,0,0,0,0,0,0,0.053840116531304,0,0,0,0.07574557295952751,0,1.0983475455927076,No
ABMI Ecosystem Health 2019,717-SE,717,SE,0,0,0,0,0,0,0,0,0,0,0,0,1.2231719716568283,No
ABMI Ecosystem Health 2019,717-SW,717,SW,3.9505277684765123,0,0,0,0,0.10746450627236301,0,0,0,0,0,0,0.3463750741715485,Yes
ABMI Ecosystem Health 2019,718-NE,718,NE,0,0,0.023240233571821547,0,0,0,0,0,0,0,0,0.05200705601438219,0.7582656824910442,Yes
ABMI Ecosystem Health 2019,718-NW,718,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2019,718-SE,718,SE,0,0,0,0,0,0,0,1.2562102235418453,0,0,0,0,0.7504711794357095,No
ABMI Ecosystem Health 2019,718-SW,718,SW,2.3906639114753854,0,0,0,0,0,0.039418656746133283,1.0097000465872004,0,0,0,0,0.05029971829737451,Yes
ABMI Ecosystem Health 2017,722-NE,722,NE,1.727413372960382,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2017,722-NW,722,NW,0,0,0,0,0,0,0,0,0,0,0.045279510119261214,0,0,No
ABMI Ecosystem Health 2017,722-SE,722,SE,0,0,0,0,0,0,0,0,0,0,0,0,0.021594509677191544,No
ABMI Ecosystem Health 2017,722-SW,722,SW,1.7016361140747505,0,0,0,0.018684363961164494,0,0,0.21284806696945469,0,0,0.07553251614417396,0,0,Yes
ABMI Ecosystem Health 2017,723-NE,723,NE,0.05825171188699858,0,0,0,0.0640960537379918,0,0,2.7384001127069895,0,0.014861922681632016,0,0.08368331901602376,0.5535421297909964,Yes
ABMI Ecosystem Health 2017,723-NW,723,NW,0.12936162024216052,0.06114395898235689,0,0,0,0,0,1.6934754575093778,0,0,0,0.8693321818485705,0.39830052511387887,No
ABMI Ecosystem Health 2017,723-SE,723,SE,0,0,0,0,0,0,0,0.7375725942504952,0,0,0,0,0.007598567586729591,No
ABMI Ecosystem Health 2017,723-SW,723,SW,0,0,0,0,0,0,0,0.8444462729695535,0,0,0,0,0.2631901919516137,Yes
ABMI Ecosystem Health 2017,724-NE,724,NE,0,0,1.9845269338335476,0,0,0,0.11131141643867314,0,0,0,0,0,0.6158681578199827,Yes
ABMI Ecosystem Health 2017,724-NW,724,NW,0,0.05433538774060406,0.009268667490231726,0,0,0,0,0.05710712545913175,0,0,0,0,0.018724865336870358,No
ABMI Ecosystem Health 2017,724-SE,724,SE,0,0,0,0,0,0,0.015880627337376205,0,0,0,0,0,5.135185658306958,No
ABMI Ecosystem Health 2017,724-SW,724,SW,0.10203790424305988,0,0.46489821142963633,0,0,1.0005742740876444,0.17896274364785827,0.10925438559042197,0,0,0,0,9.912379107881893,Yes
ABMI Ecosystem Health 2018,727-NE,727,NE,1.4459139445414466,0,0,0,0,0,0.028539549228927225,3.1692362207767264,0,0,0.04015118554015092,0.10665875946379078,0,Yes
ABMI Ecosystem Health 2018,727-SW,727,SW,0.08506054743892899,0,0,0,0,0,0,0.9403445304022131,0,0,0,0,1.8379311956660551,No
ABMI Ecosystem Health 2016,728-NE,728,NE,1.8023748992257678,0,0,0,0,0,0,0.6246831796436829,0,0,0.7140023096727584,0.9623711860319955,0.19333568059252854,Yes
ABMI Ecosystem Health 2016,728-NW,728,NW,0.2446131301681391,0.17778269905834562,0,0,0,0,0,0,0,0,0.06892547651487539,0.3826780314313896,0.06445192612864054,No
ABMI Ecosystem Health 2016,728-SE,728,SE,2.0094542176128702,0.2663057669001776,0,0,0,0,0,2.3453628983153556,0,0,0,0.09465510571022431,0.1867677871399486,No
ABMI Ecosystem Health 2016,728-SW,728,SW,1.1068237917219772,0,0,0,0,0,0,0,0,0,0,0.1269678076884936,0,Yes
ABMI Ecosystem Health 2016,729-NE,729,NE,0.282219727632248,0,0.11460852393048894,0,0.027834553164905084,0,0,0,0,0,1.664790104514693,0.9675963194722436,0.07427864149351683,Yes
ABMI Ecosystem Health 2016,729-NW,729,NW,1.0600081432308117,0,0,0,0,0.039631356758128275,0,0,0,0,0,0,0.13603732122127912,No
ABMI Ecosystem Health 2016,729-SE,729,SE,0.08740777171153002,0,0,0,0,0,0,0.2373912356696016,0,0,0,0,2.332760278799188,No
ABMI Ecosystem Health 2016,729-SW,729,SW,7.728041792782842,0.011776623217628034,0.2593902155656629,0,0.1681918495966941,0.06400257324566397,0,0,0,0,0,0,3.4611582611521343,Yes
ABMI Ecosystem Health 2016,730-NE,730,NE,7.938596703711449,0,0,0,0.32685170160225724,0.06497668646195925,0,0.6916287952954583,0,0,0,0,0.5734950885740475,Yes
ABMI Ecosystem Health 2016,730-NW,730,NW,0.9131940405580158,0,0,0,0,0.07713752170452384,0,0.3090385708207015,0,0,0,0,0.062185621151457135,No
ABMI Ecosystem Health 2016,730-SE,730,SE,0.42859765303614694,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,730-SW,730,SW,0.1886212978032308,0,0,0,0.4126638182591987,0,0,0.14731841956114988,0,0,0.0704919646174862,0,0.040847716363282535,Yes
ABMI Ecosystem Health 2019,738-NE,738,NE,0.030223205588205813,0,0.8364160867927237,0,0,0,0,0.057281938965085766,0,0.006248649572733431,0,0,0.006469842881381918,Yes
ABMI Ecosystem Health 2019,738-NW,738,NW,0.022930671934399925,0,0,0,0,0,0,0,0,0.006248649572733431,0,0,0,No
ABMI Ecosystem Health 2019,738-SE,738,SE,0,0,0.024346212281700485,0,0,0,0,0,0.26326574835502337,0,0,0,0,No
ABMI Ecosystem Health 2019,739-NE,739,NE,4.373543726192762,0,0,0,0.11426525297152788,0,0.04087860699599007,54.13750984569609,0.9903751192099172,0,0,0,0,Yes
ABMI Ecosystem Health 2019,739-NW,739,NW,0,0,0,3.1839605051012025,0,0.07350307830912947,0,0,1.8056967720554928,0,0,0,0,No
ABMI Ecosystem Health 2019,739-SE,739,SE,1.0030930553030861,0,0,0,0,0,0,7.411075043740141,0,0,0,0,0,No
ABMI Ecosystem Health 2019,739-SW,739,SW,2.90743737243828,0,0.10152718780528547,5.045716635747318,1.3092739952927819,0,0,2.104285493398744,17.07469913957406,0,0,0,0.40736246154505074,Yes
ABMI Ecosystem Health 2019,740-NE,740,NE,0.37296174588063025,0,1.0058735315825,0,0,0,0,2.8656549170808048,29.226280157594307,0,0,0,0.9088964927260794,Yes
ABMI Ecosystem Health 2019,740-NW,740,NW,3.143235219888684,0,1.6697981599361884,0,0,0,0,2.6256400393544044,34.51197631146858,0,0,4.6013858693504615,5.299043377456084,No
ABMI Ecosystem Health 2019,740-SE,740,SE,0,0,0.04932691751015697,0,0,0,0,0.06310469553770683,3.9654317177194547,0,0,0,0.0669688188789437,No
ABMI Ecosystem Health 2019,740-SW,740,SW,2.8021469470363907,0,0.5124121145273332,0,0,0,0.0296219420768948,0.021893357868443344,24.468164031593286,0.22071533932583232,0,0,0.9804097929260568,Yes
ABMI Ecosystem Health 2018,741-NE,741,NE,1.5620010817837364,0,1.142549368565103,1.2294584669122355,0,0,0,1.1450818623154366,0.21849784636423503,0,0,0.21302259717610383,1.6474121421878676,Yes
ABMI Ecosystem Health 2018,741-SW,741,SW,0,0,0,0,0,0,0,0,0.4974910534252562,0,0,0,0,No
ABMI Ecosystem Health 2018,742-NE,742,NE,0,0,0.929539826793915,2.4048508331795837,0,0,0,0.24076936000795565,0,0,0,0,0.1573659776866004,Yes
ABMI Ecosystem Health 2018,742-SW,742,SW,0.20536214915115955,0,0.5468858975472367,1.7189678442292298,0,0,0,1.0156463392423458,0.06410044136150801,0,0,0,3.061035300723238,No
ABMI Ecosystem Health 2018,743-NE,743,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,743-SW,743,SW,0,0,0.007435491206042279,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2019,747-NE,747,NE,0,0.24343207158351376,0.06439688334373787,0,0,0,0,0,0,0,0,0.4180863988839436,0.23288629572101688,Yes
ABMI Ecosystem Health 2019,747-NW,747,NW,0,0,0,0,0,0,0,3.3976910425588334,0.01862945466306704,0,0,0,0.6961719054475607,No
ABMI Ecosystem Health 2019,747-SE,747,SE,0.23150457665767502,0,0.09341281635849034,0,0,0,0,0,0,0,0,0,1.8342842092999363,No
ABMI Ecosystem Health 2019,747-SW,747,SW,0.016022285975134238,0,0.014127915414851009,0,0,0.36927532795492674,0,0.254367367633392,0.23546747994567283,0,0,0,2.870876545563427,Yes
ABMI Ecosystem Health 2019,748-NE,748,NE,1.5027312244627058,0.18314013459295642,0.07335224137274722,0.047994198975982574,0.7795346037537938,0.21256685617017457,0,0,0,0,0,0,0.21891735197223613,Yes
ABMI Ecosystem Health 2019,748-NW,748,NW,0,0.013212404934475919,0.03606093436477195,0,0,0,0,0,0,0,0,0.8990395561674482,0,No
ABMI Ecosystem Health 2019,748-SE,748,SE,0,0.049471661061853904,0,0,0,0,0,0.11626682343957366,0,0,0,0,0.35881784523654925,No
ABMI Ecosystem Health 2019,748-SW,748,SW,0.5255500979758676,0,0.16862875102603567,0,0,0,0,0,0,0,0,0.17460972319000292,0.5445116277427225,Yes
ABMI Ecosystem Health 2017,753-NE,753,NE,1.6091785739123807,0,0.7540337127616612,0,0,0,0,0,0,0,0,0,6.243747880156016,Yes
ABMI Ecosystem Health 2017,753-NW,753,NW,0.6999448242093259,0,0,0,0,0.03273492827805428,0,0,0,0,0,0,3.3140783933051363,No
ABMI Ecosystem Health 2017,753-SE,753,SE,1.642047771495712,0,0,0,0,0,0,0,0,0,0,0.3620588738065077,1.5907607335197658,No
ABMI Ecosystem Health 2017,753-SW,753,SW,3.3072735921937757,0,1.4790457774933947,0,0,0.009036581186833785,0,1.7167238236795117,0,0,0,0.03791576358181769,3.0450083571267195,Yes
ABMI Ecosystem Health 2017,754-NE,754,NE,0,0,0,0,0,0,0.0513627254802121,4.041225452777647,0,0,0,0,1.3848877229213006,Yes
ABMI Ecosystem Health 2017,754-NW,754,NW,0,0,0.006756299360768558,0,0,1.0559988409453422,0,0.3992920648299209,0,0,0,0,1.4634294239694867,No
ABMI Ecosystem Health 2017,754-SE,754,SE,0.01657477859496645,0,0,0,0,0,0,1.2374063368411075,0,0,0,0,3.740221694412586,No
ABMI Ecosystem Health 2017,754-SW,754,SW,1.213193985659612,0,0,0,0,0,0,2.343712695957207,0,0,0,0,1.2284637399482778,Yes
ABMI Ecosystem Health 2017,755-NE,755,NE,0.00856020621060061,0,0.004289731262774028,0,0,0,0,0.14816516946113711,0,0,0,0,2.346592264683918,Yes
ABMI Ecosystem Health 2017,755-NW,755,NW,0.0708091310414824,0,0,0,0,0.6146373613974652,0,0.20260373227351033,0,0,0,0,6.427670726837439,No
ABMI Ecosystem Health 2017,755-SE,755,SE,0,0,0,0,0,0,0,0,0,0,0,0,0.37576952499610616,No
ABMI Ecosystem Health 2017,755-SW,755,SW,0.2903525839048817,0,0,0,0,6.396907574976204,0,0.8333694242569823,0,0,0,0,0.9491329020706115,Yes
ABMI Ecosystem Health 2018,756-NE,756,NE,0.3646315121672119,0,0.011360497289863927,0,0,0,0,0.597721693087486,0,0,0.19409754290845818,0,0,Yes
ABMI Ecosystem Health 2018,757-NE,757,NE,0,0,0,0,0,0,0,0,0,0,0,0,1.5083284870619678,Yes
ABMI Ecosystem Health 2018,757-SW,757,SW,0,0,0,0,0,0,0,0,0,0,0,0,0.1338703680794903,No
ABMI Ecosystem Health 2018,758-NE,758,NE,0,0,0,0,0.47912956152902053,0,0.1491698697781212,0.6611970605383432,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,758-SW,758,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,759-NE,759,NE,0,0,0,0,1.0287627809868491,0.30317976264427643,0,5.063609787860447,0,0,0.06203292886338786,0.057135513459822124,0.10503213898816083,Yes
ABMI Ecosystem Health 2016,759-NW,759,NW,0,0,0,0,0,0.012440842523407821,0,0.05631634908685337,0,0,0,0,0.13966135664391535,No
ABMI Ecosystem Health 2016,759-SE,759,SE,0.016601293791193465,0,0.01353591166451872,0,0,0,0,0.03967222349338933,0,0,0.12406585772677572,0,1.046544368813888,No
ABMI Ecosystem Health 2016,759-SW,759,SW,1.94601109164356,0,0.4889754652925434,0,0,0,0,0,0,0,0,0,0.20949203496587304,Yes
ABMI Ecosystem Health 2016,760-NE,760,NE,32.562034012454674,0,0,0,0.13034215051911388,0,0.02525660324451031,0,0,0,0,0,0.9890935676664662,Yes
ABMI Ecosystem Health 2016,760-NW,760,NW,3.205893030492144,0,0,0,0,0.012057460235127222,0.04696691016560562,0.07876232604266735,0,0,0,0,6.112863926218861,No
ABMI Ecosystem Health 2016,760-SE,760,SE,0.31453612244960005,0,0,0,0,0,0,0,0.0036904768128865023,0,0,0,2.537346422144745,No
ABMI Ecosystem Health 2016,760-SW,760,SW,0.7601080726823373,0.08085136755417083,0,0,0,0.26171833243430054,0,0,0,0,0,0,1.2234130781768888,Yes
ABMI Ecosystem Health 2016,761-NE,761,NE,3.0803893562868874,0,0.04304502462762885,0,0.23560879074862948,0,0,0,0,0,0,0.4611414576628683,0.5807486120385967,Yes
ABMI Ecosystem Health 2016,761-NW,761,NW,0,0,0,0,0,0,0,0,0,0,0,0,5.8778476393238765,No
ABMI Ecosystem Health 2016,761-SE,761,SE,2.2352441668694074,0,0.012597779172918412,0,0,0,0,0.5926215237377085,0,0,0,0,3.7075836305177168,No
ABMI Ecosystem Health 2016,761-SW,761,SW,4.7143337867517285,0,0.14579420526903483,0,0,0,0,0.06058754269886924,0,0,0,0.10922159255685619,2.087855419338213,Yes
ABMI Ecosystem Health 2018,767-NE,767,NE,2.7581676132337134,0,0.36773015590613534,0,0,0,0.017801974014382774,5.494086860283683,1.1498037317626113,0,0,0.518934757417794,1.5216468497922824,Yes
ABMI Ecosystem Health 2018,767-NW,767,NW,0,0,0,0.13575728962002656,0,0,0,0.0853462121497913,0,0,0,0,0.03631661948611066,No
ABMI Ecosystem Health 2018,767-SE,767,SE,0,0,0,2.991499252543289,0,0,0.11346291411011478,0.8154029272098959,0.1600692992413909,0,0,0.23373156967202383,0,No
ABMI Ecosystem Health 2018,767-SW,767,SW,0,0,0.17012184735194713,0.2768962584547364,0,0,0.0296219420768948,2.2297201558105963,0,0,0,0.20705537035781305,0.20764421486781096,Yes
ABMI Ecosystem Health 2018,768-NE,768,NE,0.4117838302224145,0,0.035903787884725584,0.0413551145483106,0,0,0,2.540271013555711,1.5736141672441124,0,0,0,0.8737722616218299,Yes
ABMI Ecosystem Health 2018,768-NW,768,NW,0.056171293605320076,0,0,0,0,0,0,0,3.1655838783970234,0,0,0.03701300730606013,0.17950408559954642,No
ABMI Ecosystem Health 2018,768-SE,768,SE,0.1599009559836884,0,0.02544522034673126,0,0,0,0,0,0.18241899820906313,0,0,0.02306764581283081,0.042838518138487644,No
ABMI Ecosystem Health 2018,769-NE,769,NE,0,0.014361735631253697,0,0,0,0,0,2.553833841790594,0,0,0,1.5744039450974272,0,Yes
ABMI Ecosystem Health 2018,769-NW,769,NW,0.017585435826366843,0,0,0,0,0,0.017946705510434664,0.8585163234458978,0,0,0,0,0.37210844882835176,No
ABMI Ecosystem Health 2018,769-SE,769,SE,0,0,0.15291741961927577,0,0,0,0,0,0,0,0,2.5648883957589916,0,No
ABMI Ecosystem Health 2018,769-SW,769,SW,1.3559563371091956,0,0.05461899934869909,0,0,0,0,3.8632682507948966,0,0,0,0.023255187648707484,0.07592186469103601,Yes
ABMI Ecosystem Health 2018,782-NE,782,NE,1.1383175471715596,0,0.015319426353452901,0,0,0,0.022524946712076162,0,0,0.685624628294199,0,0.029187633477459396,1.4694725347156354,Yes
ABMI Ecosystem Health 2018,782-NW,782,NW,0.08999945113049364,0,0.11855483651500949,0,0,0,0,0.5586049388092972,0,0,0,0,0.9335185465016834,No
ABMI Ecosystem Health 2018,782-SE,782,SE,0,0,0,0,0,0,0.06636283792735537,0.8334505459642189,0,0.07920496959571964,0,0,0.4271642992457785,No
ABMI Ecosystem Health 2018,782-SW,782,SW,3.250861282790907,0,0.3947598852195768,0,0,0,0.8534723447941116,0.982332256184222,0,0.5771816836100462,0,0,0,Yes
ABMI Ecosystem Health 2019,788-NE,788,NE,0.6738101909670023,0,0,0,0.09651656347114908,0,0,1.2542941537866328,0,0,0,0,1.7504772259241568,Yes
ABMI Ecosystem Health 2019,788-SE,788,SE,0.7323274978710232,0,0.0919471668163535,0,0,0.5225968872675577,0,0,0,0,0,0,7.068701328446412,No
ABMI Ecosystem Health 2019,788-SW,788,SW,0.6265292707465032,0,0.004419281074319032,0,0,0,0,0.21138931826303298,0,0,0,0,2.0944734039734043,Yes
ABMI Ecosystem Health 2019,789-NE,789,NE,0.8709102626731353,0,0.459714131889015,0,0,0,0,0.17650327776222477,0,0,0,0.021346179707395677,0.9271620516543971,Yes
ABMI Ecosystem Health 2019,789-NW,789,NW,3.0744112730759503,0,0,0,0,0,0,0,0,0,0,1.6202831003495528,0.022731062818096358,No
ABMI Ecosystem Health 2019,789-SE,789,SE,0,0,0.01699145708985349,0,0,0,0,0.1411684013788658,0,0,0,0.6647921377505985,0,No
ABMI Ecosystem Health 2019,789-SW,789,SW,1.1304249103480186,0,0,0,0,0.2651748116880579,0,0.768567190675334,0,0,0.023008759592846578,0.73684526652368,0.6270344384158895,Yes
ABMI Ecosystem Health 2019,790-NE,790,NE,0,0.09529205450303166,0.30915023959845556,0,0,0,0,0,0,0,0,0.09393164264355001,3.2786397150649753,Yes
ABMI Ecosystem Health 2019,790-NW,790,NW,0.062327483642053226,0,0,0,0,0,0,0.41732238142352507,0,0,0,0,3.1691807321852155,No
ABMI Ecosystem Health 2019,790-SE,790,SE,0.0185204638882522,0,0,0,0,0,0,0.4963401059503178,0,0,0,0,0,No
ABMI Ecosystem Health 2019,790-SW,790,SW,0.10623272950000441,0,0,0,0,0,0,0.028020369627384138,0,0,0,0,5.245012467006816,Yes
ABMI Ecosystem Health 2015,791-NE,791,NE,0,0.010954626447478862,0.08185450791788991,0,0,0,0,0.02230465534030769,0,0,0,0,1.761228229041306,Yes
ABMI Ecosystem Health 2015,791-NW,791,NW,0,0,0,0,0,0,0,0.48626719740701185,0,0,0,0,0.38964924803670736,No
ABMI Ecosystem Health 2015,791-SE,791,SE,0.306767135430847,0,0,0,0.15406327769006817,0,0,0,0,0,0,0.10411865012055238,0.05608272375086854,No
ABMI Ecosystem Health 2015,791-SW,791,SW,0,0,0,0,0,0,0,0.17099229779978514,0,0,0,0,2.5439943933595726,Yes
ABMI Ecosystem Health 2015,792-NE,792,NE,0.13321711085188243,0,0,0,0,0,0,0.3429500269652292,0,0,0,0,5.409613379276319,Yes
ABMI Ecosystem Health 2015,792-NW,792,NW,0.019676461711736242,0.04485901980181245,0,0,0,0,0,0,0,0,0,0,7.240196786508543,No
ABMI Ecosystem Health 2015,792-SE,792,SE,0,0,0,0,0,0.07803260552066348,0,0,0,0,0,0,2.482955122377975,No
ABMI Ecosystem Health 2015,792-SW,792,SW,0,0,1.4043548127638183,0,0.06399394656698841,1.3275052230742386,0,0,0,0,0,0.07141939182477766,3.80511366799819,Yes
ABMI Ecosystem Health 2015,793-NE,793,NE,1.5161756315004764,0,0,0,0.9549642826801009,0,0,0,0,0,0,0,0.7594190936705636,Yes
ABMI Ecosystem Health 2015,793-NW,793,NW,1.8994375195517608,0,0,0,0,0,0,0,0,0,0,0,17.592046719978566,No
ABMI Ecosystem Health 2015,793-SE,793,SE,0.17576363397249345,0,0.06881633808488868,0.12204342792496312,0,0,0,0.06687550290047599,0,0,0,0,10.805623903036448,No
ABMI Ecosystem Health 2015,793-SW,793,SW,0,0,0,0,0.792403120141374,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,794-NE,794,NE,1.6066850053958204,0,0.27059913877270514,0,0.6675662765541391,0.11858670735471337,0,0.008867389463900234,0,0,0,0.06786473823406403,1.7668622473184146,Yes
ABMI Ecosystem Health 2015,794-NW,794,NW,1.025268169163722,0.09756367631250672,0,0,0,0,0,1.5826859421693267,0,0,0,0.06967745543880748,0.6006993951062645,No
ABMI Ecosystem Health 2015,794-SE,794,SE,0.6290357278119251,0.03327119336611241,0,0,0,0,0,0.008866809936719554,0,0,0,0,3.1654115824517683,No
ABMI Ecosystem Health 2015,794-SW,794,SW,0,0,0,0,2.4067543886264215,0,0,0,0,0,0,0,0.027776879493284026,Yes
ABMI Ecosystem Health 2018,799-NE,799,NE,0,0,0,0.45248759472417505,0,0,0,0.6685321626559064,0,0,0,0,0.3313059023125314,Yes
ABMI Ecosystem Health 2018,799-NW,799,NW,0,0,0.00948128219149305,1.239142000021388,0,0,0,7.964104132226498,0,0,0,0.4536074851025703,1.4479609763081835,No
ABMI Ecosystem Health 2018,799-SE,799,SE,0.044137572772691605,0,0,0.0682421596448717,0,0,0,0.10744957892947836,0,0,0,0,0.4500012492034053,No
ABMI Ecosystem Health 2018,799-SW,799,SW,0,0,0.015319426353452901,0,0,0,0.24867496584295412,0.37832641338560435,0,0,0,0.34579648589685985,0.14226870288383053,Yes
ABMI Ecosystem Health 2018,8-NE,8,NE,0,0.21804364131491208,0,0,0,0,0,0.4885502543417244,0,0,0,0,0,No
ABMI Ecosystem Health 2018,8-SW,8,SW,1.5198170761074854,0.35530984780311975,0,0,0,0,0,0,0,0,0,0.5080939423652723,0,Yes
ABMI Ecosystem Health 2018,801-NE,801,NE,0,0,0.44795500600853977,0.2758881863382148,0,0,0,0,2.855844381279816,0,0,0,0,Yes
ABMI Ecosystem Health 2018,801-NW,801,NW,0,0,0.09524376801980979,0,0,0,0,0,1.6425149288658012,0,0,0,0,No
ABMI Ecosystem Health 2018,801-SE,801,SE,0,0,0.15384636251961567,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2018,816-NE,816,NE,1.4269845630872346,0,0,0,0,0,0,0,0,0,0.08925305239767121,1.28812562148094,0.07191705161019456,Yes
ABMI Ecosystem Health 2018,816-NW,816,NW,0,0,0,0,0,0,0,0,0,0,0,0.5107949425126664,0.726199101419721,No
ABMI Ecosystem Health 2018,816-SE,816,SE,0.017585435826366843,0,0.032774688370517564,0,0.33349583324287846,0,0,0.03116552608760025,0,0,0,0,0.35351529629020206,No
ABMI Ecosystem Health 2018,816-SW,816,SW,1.1753169611679586,0,0,0,0.19776678398918288,0,0,0.01081318284965799,0,0,0,3.7089721622293617,1.5439115841211215,Yes
ABMI Ecosystem Health 2019,820-NE,820,NE,0,0,0.15702953357610672,0,0.021358289082523157,0,0,1.0983447423740411,0,0,0,0.02383656733992517,2.184199432851803,Yes
ABMI Ecosystem Health 2019,820-NW,820,NW,0,0.07491159044532057,0,0.08644742811351554,0,0,0,0,0,0,0.025879737427838563,0.09534626935970068,0,No
ABMI Ecosystem Health 2019,820-SE,820,SE,0,0.033393371216751386,0,0,0,0,0,0.10136403843629252,0,0,0,0.0797203234284372,0.42839410111694964,No
ABMI Ecosystem Health 2019,820-SW,820,SW,0,0,0,0,0,0,0,0,0,0,0,0.4426487358737821,0,Yes
ABMI Ecosystem Health 2019,821-NE,821,NE,0,0,0,0,0,0.054555270723328345,0,2.8805021947070495,0.5968840959662801,0,0,0,0.8933983473021304,Yes
ABMI Ecosystem Health 2019,821-NW,821,NW,0,0,0.12352037231219255,0.17387493352913566,0,0,0,0.04720113755623019,0,0,0,0,12.0578232020012,No
ABMI Ecosystem Health 2019,821-SE,821,SE,1.0245070502560947,0,0,0,0,0,0,0,0.2518713216890432,0,0.026318377045259557,2.323241682218617,5.044096785633405,No
ABMI Ecosystem Health 2019,821-SW,821,SW,7.1788279015049925,0,1.885799233863124,5.602214823798688,0,0.010644786313304204,0,1.3721021122947141,1.5043884903388482,0,0,0,12.150280062974208,Yes
ABMI Ecosystem Health 2019,822-NE,822,NE,3.7363220699942365,0.22578123478118003,0.28988980311391255,0,0,0,0,0,0,0,0.046008422093935214,3.2969131024891314,2.954214686729325,Yes
